10.00, 0.00, 50.00
7.13, 8.94, 46.43
-2.86, 12.53, 42.86
-12.87, 6.20, 39.29
-14.16, -6.82, 35.71
-3.81, -16.71, 32.14
11.58, -14.52, 28.57
20.00, -0.00, 25.00
13.36, 16.75, 21.43
-5.09, 22.28, 17.86
-21.88, 10.54, 14.29
-23.17, -11.16, 10.71
-6.04, -26.46, 7.14
17.81, -22.34, 3.57
30.00, -0.00, -0.00
